2,2,2,2,18,7,7,7,7,8,7,89,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,4,4,4,4,22,4,4,4,4,7,7,18,2,2,2,2,2
2,2,2,2,18,7,7,7,7,7,7,89,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,4,22,22,22,22,22,22,22,4,7,7,18,2,2,2,2,2
2,2,2,2,18,7,7,8,7,7,7,89,7,7,7,7,7,7,7,8,7,7,7,8,7,7,7,7,7,8,7,4,41,24,43,32,38,37,42,4,7,7,18,2,2,2,2,2
2,2,10,10,18,7,7,7,7,7,7,89,78,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,10,10,4,22,22,22,63,22,22,22,4,7,7,18,2,2,2,2,2
10,10,10,4,4,4,4,4,4,4,4,22,4,4,4,4,4,10,10,10,10,7,7,7,8,8,10,10,10,10,10,4,4,4,4,4,4,4,4,4,7,7,10,2,2,10,10,10
10,10,10,4,0,22,22,22,22,22,22,22,22,22,22,0,4,10,3,3,10,10,10,10,10,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10
10,10,10,4,22,22,22,22,22,22,22,22,22,22,22,22,4,10,3,3,3,3,10,10,10,10,7,7,7,85,10,7,7,7,7,10,10,3,3,3,3,10,10,3,3,3,3,10
10,10,10,4,22,22,22,22,22,22,22,22,22,22,22,22,4,10,3,3,3,7,7,7,7,10,10,10,7,7,7,7,7,7,7,7,7,7,3,3,7,7,63,3,3,3,3,10
10,10,10,4,22,22,22,22,22,22,22,22,22,22,22,22,4,10,10,3,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,3,3,3,3,10,10
10,10,10,4,43,31,28,23,31,28,35,35,31,38,35,28,4,10,10,3,7,7,7,7,3,3,3,3,10,7,7,3,3,3,3,7,7,7,3,3,7,7,7,3,3,3,3,10
10,10,10,4,22,22,22,22,22,58,22,22,22,22,22,22,4,10,3,3,10,7,7,3,3,3,3,3,10,10,10,10,10,3,3,7,7,3,3,3,3,10,10,10,3,3,3,10
10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,39,41,32,37,30,42,10,10,10,10,10,10,10
