3,3,3,3,3,3,8,8,9,9,9,15,3,15,15,15,9,9,8,8,8,8,8,10,10,3,10,10,10,10,7,10,2,7,10,10,7,10,10,8,8,8,8,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,8,8,9,9,15,15,3,15,15,15,9,9,8,8,8,8,8,8,10,10,10,10,10,7,7,10,10,7,7,7,7,10,8,8,8,8,8,8,3,8,8,8,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,8,8,8,9,9,15,3,15,15,9,9,9,8,8,8,8,8,8,8,10,10,10,10,7,10,10,10,10,10,2,10,10,8,8,8,8,8,3,3,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,8,8,9,9,9,3,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,10,7,10,8,8,8,10,10,10,8,8,8,8,8,3,3,8,8,8,9,9,8,8,8,8,8,8,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,8,8,8,9,3,3,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,8,8,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,8,8,8,8,3,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,10,8,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,3,3,3,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,3,3,3,3,3,3,3,3
3,3,3,3,10,10,10,8,8,8,8,3,8,8,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,8,8,8,8,8,3,3,3,8,8,8,3,3,8,8,8,8,8,8,8,8,10,10,12,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,3,3,3,3,3,3,3
3,3,3,10,10,10,10,10,8,8,8,3,3,8,8,8,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,10,3,7,3,3,10,9,8,8,8,8,8,10,8,8,8,8,8,8,9,9,3,3,3,3,3,3,3,3
3,3,3,10,2,2,2,10,8,8,8,8,3,8,8,8,8,3,3,3,3,3,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,8,8,8,8,8,8,10,3,7,7,3,10,9,8,8,8,8,8,8,8,8,8,8,8,9,9,3,3,3,3,3,3,3,3,3
3,3,10,10,2,10,2,10,10,8,8,8,3,8,8,8,3,3,3,10,3,3,3,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,9,9,3,8,8,8,8,8,9,10,3,3,7,3,10,9,8,8,8,8,8,8,8,8,8,9,9,9,3,3,3,3,3,3,3,3,3,3
3,3,10,7,7,10,2,10,10,8,8,8,3,3,8,8,3,3,10,10,10,3,3,3,9,9,9,9,8,8,8,8,8,8,8,8,8,0,3,3,3,8,8,8,3,3,8,8,8,8,9,10,10,10,7,7,10,9,8,8,8,8,8,8,8,8,9,9,3,3,3,3,3,3,3,3,3,3,3,3
3,3,10,15,15,10,14,10,8,8,8,8,8,3,8,3,3,10,10,14,10,10,3,3,3,3,9,9,8,8,8,8,8,8,8,8,3,3,6,8,3,8,8,8,8,3,8,8,8,8,9,9,10,10,7,7,10,9,8,8,8,8,8,8,8,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3
3,3,10,15,10,10,10,10,8,8,8,8,8,3,3,3,3,10,10,9,10,0,3,3,8,3,9,9,9,9,8,8,8,8,8,3,3,10,13,8,6,8,8,8,8,3,3,8,8,8,9,9,15,15,15,15,15,9,8,8,8,8,8,8,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,8,8,10,10,8,8,8,8,8,8,8,8,3,3,9,8,9,9,3,3,8,8,3,3,8,8,8,8,8,8,8,3,3,3,3,10,10,0,8,9,9,8,8,6,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,9,15,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3
3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,3,3,8,8,8,3,3,8,8,8,8,3,8,8,8,8,8,8,3,3,3,3,3,3,3,3,8,9,8,10,10,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,15,15,15,15,15,15,15,15,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,3,3,6,3,3,8,8,8,8,8,3,8,8,8,8,8,8,3,3,3,3,3,3,3,3,8,8,8,10,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,15,15,15,9,15,15,15,15,15,15,3,3,3,3,3,3,3,3
3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,3,3,3,3,3,3,3,3,3,8,8,10,10,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,15,15,15,15,15,15,15,15,15,15,15,3,3,3,3,3,3,3
3,3,3,3,3,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,3,9,8,8,8,8,3,3,3,3,3,3,3,3,3,10,10,10,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,9,15,15,15,15,15,15,15,13,15,15,15,3,3,3,3,3,3,3
3,3,8,8,8,8,8,8,8,9,3,9,8,8,8,8,8,8,8,8,8,8,8,9,9,9,3,9,9,9,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,9,9,8,8,8,8,8,8,9,9,15,15,15,15,15,15,15,15,15,3,3,3,3,3,3,3
8,8,8,8,8,8,10,8,8,8,9,8,8,8,8,8,8,8,8,8,8,9,9,3,3,3,3,0,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,9,9,8,8,8,8,8,8,9,15,15,15,9,15,15,15,9,15,3,3,3,3,8,8,8
8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,9,9,0,3,15,15,15,15,15,15,3,3,3,3,8,8,8,8
8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,9,9,9,9,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8
8,8,8,10,10,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,9,9,9,9,9,9,9,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8
8,8,10,10,8,8,8,8,8,8,8,8,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,9,3,3,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,3
3,8,10,10,9,9,8,8,8,8,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,9,9,3,3,9,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,3,3
3,3,3,10,9,9,9,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,8,8,8,8,8,8,9,9,3,3,3,3,3,3,3,3,3,3,3,8,9,9,9,9,9,9,8,8,8,8,8,8,8,10,10,10,10,10,3,3,3,3,3,3
3,3,3,3,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,8,8,8,8,8,8,8,10,10,10,3,3,3,3,3,10,10,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,8,8,9,9,9,9,9,9,9,9,3,3,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,3,3,3,3,10,10,10,10,10,10,10,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,3,3,3,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,8,8,8,8,9,10,10,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,8,10,10,10,15,10,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,15,15,15,15,15,3,3,15,15,15,15,15,15,15,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,8,8,10,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,15,15,15,10,10,3,3,3,3,3,10,10,15,15,15,15,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,8,10,10,3,3,3,0,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,15,15,15,10,10,10,10,3,3,3,3,3,10,10,10,10,15,15,15,15,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,2,8,10,3,3,13,3,3,10,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,8,9,9,9,15,15,15,10,10,10,7,7,10,10,3,3,3,10,10,7,7,10,10,15,15,15,15,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,2,8,10,10,3,3,3,10,10,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,8,8,9,15,15,15,10,10,7,7,7,7,9,10,13,15,15,10,9,7,7,7,10,10,15,15,15,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,8,14,10,10,10,10,10,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,8,9,15,15,15,10,10,7,7,7,7,9,10,10,15,10,15,7,7,7,7,10,15,15,15,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,15,15,15,10,10,7,7,7,7,15,15,15,15,15,7,7,7,10,10,15,15,15,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,10,15,10,10,10,10,7,7,7,7,7,7,7,7,7,7,10,12,15,15,9,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,10,10,8,8,14,10,14,7,7,7,7,7,7,7,7,7,7,10,10,15,9,3,3,3,3,3,3,3,3,3,3,10,10,2,7,7,7,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,10,10,10,10,10,10,7,7,7,7,7,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,10,10,10,2,2,10,10,2,10,7,2,11,10,10,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,12,9,15,15,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,7,2,7,10,10,14,7,10,7,0,2,10,10,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,0,10,0,10,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,15,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,0,2,2,10,10,7,10,10,0,2,0,7,10,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,12,7,7,6,13,6,7,7,6,10,6,7,7,10,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,10,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,7,10,10,10,10,10,7,7,7,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,7,7,7,7,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,0,10,3,10,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,7,7,7,7,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
